spec	Fold_0
nist_1176028	train
nist_1176046	train
nist_1176066	train
nist_1176078	train
nist_1176093	train
nist_1176106	train
nist_1176119	test
nist_1176140	train
nist_1176159	train
nist_1176170	train
nist_1176190	train
nist_1176204	train
nist_1176225	train
nist_1176258	train
nist_1176272	train
nist_1176292	train
nist_1176324	train
nist_1176343	train
nist_1176360	train
nist_1176391	train
nist_1176407	train
nist_1176485	train
nist_1176504	train
nist_1176536	train
nist_1176560	train
nist_1176584	train
nist_1176616	test
nist_1176636	test
nist_1176694	train
nist_1176704	test
nist_1176744	val
nist_1176762	val
nist_1176783	train
nist_1176795	train
nist_1176805	val
nist_1176826	test
nist_1176840	train
nist_1176845	train
nist_1176867	test
nist_1176879	test
nist_1176891	train
nist_1176902	train
nist_1176972	val
nist_1176987	train
nist_1177016	train
nist_1177031	train
nist_1177051	train
nist_1177070	test
nist_1177086	val
nist_1177104	train
nist_1177125	train
nist_1177137	train
nist_1177150	train
nist_1177160	train
nist_1177171	train
nist_1177189	train
nist_1177210	train
nist_1177216	train
nist_1177236	train
nist_1177246	train
nist_1177265	train
nist_1177284	train
nist_1177300	train
nist_1177327	train
nist_1177330	train
nist_1177354	train
nist_1177368	train
nist_1177402	train
nist_1177420	train
nist_1177440	val
nist_1177487	train
nist_1177507	test
nist_1177529	test
nist_1177548	train
nist_1177558	test
nist_1177575	train
nist_1177592	train
nist_1177619	train
nist_1177629	train
nist_1177660	train
nist_1177737	val
nist_1177755	train
nist_1177769	train
nist_1177779	train
nist_1177801	train
nist_1177809	val
nist_1177829	val
nist_1177836	train
nist_1177856	train
nist_1177871	train
nist_1177889	train
nist_1177912	train
nist_1177931	train
nist_1177951	train
nist_1177977	train
nist_1177996	val
nist_1178015	val
nist_1178020	train
nist_1178052	train
nist_1178083	train
nist_1178102	train
nist_1178145	train
nist_1178173	train
nist_1178198	val
nist_1178230	train
nist_1178246	train
nist_1178302	train
nist_1178378	train
nist_1178439	train
nist_1178461	train
nist_1178479	train
nist_1178492	train
nist_1178627	train
nist_1178681	train
nist_1178698	train
nist_1178716	train
nist_1178774	train
nist_1178841	val
nist_1178955	train
nist_1178984	train
nist_1179060	train
nist_1179079	train
nist_1179153	train
nist_1179260	train
nist_1179279	train
nist_1179381	train
nist_1179440	test
nist_1179506	train
nist_1179552	train
nist_1179586	train
nist_1179604	train
nist_1179640	train
nist_1179729	train
nist_1179793	train
nist_1179844	train
nist_1179899	train
nist_1179978	train
nist_1179991	train
nist_1180019	train
nist_1180033	train
nist_1180056	train
nist_1180071	train
nist_1180090	test
nist_1180104	test
nist_1180120	test
nist_1180137	train
nist_1180167	train
nist_1180186	train
nist_1180200	train
nist_1180222	train
nist_1180280	train
nist_1180286	train
nist_1180332	train
nist_1180350	test
nist_1180433	train
nist_1180458	train
nist_1180471	train
nist_1180492	train
nist_1180527	test
nist_1180542	train
nist_1180569	train
nist_1180606	train
nist_1180624	train
nist_1180644	train
nist_1180655	train
nist_1180668	train
nist_1180703	train
nist_1180731	train
nist_1180747	train
nist_1180775	train
nist_1180811	train
nist_1180830	train
nist_1180892	train
nist_1180905	train
nist_1180923	train
nist_1180963	train
nist_1180984	train
nist_1181002	train
nist_1181021	train
nist_1181037	train
nist_1181049	train
nist_1181067	train
nist_1181073	train
nist_1181093	train
nist_1181111	val
nist_1181127	train
nist_1181180	train
nist_1181195	train
nist_1181237	train
nist_1181248	train
nist_1181275	train
nist_1181291	train
nist_1181306	train
nist_1181339	train
nist_1181395	train
nist_1181412	train
nist_1181454	train
nist_1181491	test
nist_1181523	train
nist_1181565	test
nist_1181623	train
nist_1181650	train
nist_1181667	train
nist_1181717	train
nist_1181737	train
nist_1181754	val
nist_1181770	train
nist_1181781	train
nist_1181823	train
nist_1181848	train
nist_1181862	train
nist_1181897	train
nist_1181912	train
nist_1181928	train
nist_1181971	test
nist_1182004	test
nist_1182023	train
nist_1182035	train
nist_1182064	train
nist_1182081	train
nist_1182104	test
nist_1182127	train
nist_1182148	train
nist_1182184	train
nist_1182205	train
nist_1182236	train
nist_1182253	train
nist_1182278	test
nist_1182287	train
nist_1182304	test
nist_1182326	train
nist_1182348	test
nist_1182366	test
nist_1182385	train
nist_1182415	train
nist_1182451	train
nist_1182467	train
nist_1182504	val
nist_1182516	train
nist_1182533	train
nist_1182551	train
nist_1182567	train
nist_1182606	train
nist_1182654	test
nist_1182680	train
nist_1182695	train
nist_1182728	val
nist_1182749	val
nist_1182767	train
nist_1182797	train
nist_1182833	val
nist_1182851	train
nist_1182869	train
nist_1182899	train
nist_1182913	train
nist_1182945	train
nist_1182964	train
nist_1182982	train
nist_1182990	train
nist_1182992	train
nist_1183019	train
nist_1183041	train
nist_1183054	train
nist_1183076	train
nist_1183092	train
nist_1183109	train
nist_1183124	train
nist_1183149	train
nist_1183198	train
nist_1183248	test
nist_1183264	train
nist_1183284	train
nist_1183304	train
nist_1183323	train
nist_1183328	train
nist_1183347	train
nist_1183359	train
nist_1183378	train
nist_1183397	val
nist_1183437	train
nist_1183455	train
nist_1183474	train
nist_1183492	train
nist_1183520	train
nist_1183543	test
nist_1183552	train
nist_1183569	train
nist_1183590	train
nist_1183636	train
nist_1183653	train
nist_1183665	train
nist_1183682	train
nist_1183698	train
nist_1183713	train
nist_1183742	train
nist_1183760	train
nist_1183778	train
nist_1183796	train
nist_1183823	test
nist_1183842	train
nist_1183859	train
nist_1183878	train
nist_1183891	train
nist_1183909	train
nist_1183925	train
nist_1183946	test
nist_1184021	train
nist_1184040	train
nist_1184058	train
nist_1184077	train
nist_1184090	test
nist_1184109	test
nist_1184130	test
nist_1184145	train
nist_1184176	train
nist_1184196	train
nist_1184214	train
nist_1184244	train
nist_1184264	train
nist_1184327	train
nist_1184351	train
nist_1184368	train
nist_1184387	train
nist_1184410	train
nist_1184431	train
nist_1184458	val
nist_1184475	val
nist_1184523	train
nist_1184548	train
nist_1184571	train
nist_1184624	train
nist_1184650	val
nist_1184671	val
nist_1184686	train
nist_1184729	test
nist_1184745	test
nist_1184769	train
nist_1184816	train
nist_1184839	train
nist_1184854	train
nist_1184903	train
nist_1184938	train
nist_1184945	train
nist_1184957	test
nist_1184969	train
nist_1185022	train
nist_1185035	train
nist_1185045	train
nist_1185055	train
nist_1185065	train
nist_1185089	train
nist_1185099	train
nist_1185114	train
nist_1185133	train
nist_1185228	train
nist_1185251	train
nist_1185297	train
nist_1185342	train
nist_1185368	train
nist_1185386	test
nist_1185407	test
nist_1185431	train
nist_1185493	train
nist_1185514	train
nist_1185547	train
nist_1185594	val
nist_1185637	val
nist_1185678	test
nist_1185714	test
nist_1185733	train
nist_1185743	train
nist_1185754	train
nist_1185760	train
nist_1185766	train
nist_1185792	train
nist_1185811	train
nist_1185859	train
nist_1185875	train
nist_1185893	train
nist_1185907	train
nist_1185923	train
nist_1185937	train
nist_1185948	train
nist_1185960	train
nist_1185974	train
nist_1185995	train
nist_1186001	train
nist_1186072	train
nist_1186105	val
nist_1186121	train
nist_1186136	train
nist_1186152	train
nist_1186178	train
nist_1186199	train
nist_1186213	train
nist_1186269	train
nist_1186304	train
nist_1186323	train
nist_1186342	train
nist_1186363	train
nist_1186386	val
nist_1186427	train
nist_1186448	train
nist_1186517	train
nist_1186530	train
nist_1186539	train
nist_1186565	train
nist_1186586	train
nist_1186599	train
nist_1186610	train
nist_1186634	train
nist_1186653	train
nist_1186692	val
nist_1186727	val
nist_1186802	train
nist_1186814	train
nist_1186830	train
nist_1186863	train
nist_1186882	train
nist_1186905	train
nist_1186920	train
nist_1186937	train
nist_1186960	train
nist_1186981	train
nist_1186999	train
nist_1187022	test
nist_1187040	test
nist_1187051	train
nist_1187065	train
nist_1187082	test
nist_1187116	train
nist_1187170	train
nist_1187193	train
nist_1187219	test
nist_1187240	train
nist_1187260	train
nist_1187333	train
nist_1187350	train
nist_1187371	train
nist_1187427	test
nist_1187446	train
nist_1187467	train
nist_1187486	train
nist_1187506	train
nist_1187522	train
nist_1187534	train
nist_1187574	train
nist_1187595	train
nist_1187630	train
nist_1187669	test
nist_1187717	train
nist_1187792	train
nist_1187856	train
nist_1187875	train
nist_1187896	train
nist_1187928	train
nist_1188040	test
nist_1188060	val
nist_1188070	train
nist_1188095	train
nist_1188108	train
nist_1188124	train
nist_1188140	train
nist_1188179	test
nist_1188208	train
nist_1188224	train
nist_1188243	val
nist_1188257	train
nist_1188269	train
nist_1188302	train
nist_1188315	train
nist_1188350	train
nist_1188423	train
nist_1188477	train
nist_1188512	train
nist_1188546	train
nist_1188561	val
nist_1188586	train
nist_1188607	train
nist_1188626	train
nist_1188637	train
nist_1188673	train
nist_1188690	test
nist_1188706	train
nist_1188725	train
nist_1188754	train
nist_1188769	train
nist_1188793	train
nist_1188856	val
nist_1188874	test
nist_1188890	train
nist_1188963	train
nist_1189009	train
nist_1189033	train
nist_1189103	train
nist_1189172	train
nist_1189186	train
nist_1189199	train
nist_1189216	train
nist_1189231	train
nist_1189246	train
nist_1189257	train
nist_1189272	train
nist_1189305	train
nist_1189326	train
nist_1189344	train
nist_1189359	train
nist_1189382	train
nist_1189406	train
nist_1189426	test
nist_1189440	test
nist_1189484	val
nist_1189502	val
nist_1189509	test
nist_1189533	val
nist_1189549	train
nist_1189598	train
nist_1189659	train
nist_1189690	train
nist_1189713	train
nist_1189756	test
nist_1189772	train
nist_1189792	test
nist_1189808	train
nist_1189818	train
nist_1189846	test
nist_1189857	train
nist_1189880	train
nist_1189889	val
nist_1189910	train
nist_1189926	train
nist_1189966	val
nist_1189987	val
nist_1190026	test
nist_1190043	train
nist_1190086	train
nist_1190108	train
nist_1190150	train
nist_1190170	train
nist_1190212	train
nist_1190230	train
nist_1190284	train
nist_1190339	train
nist_1190365	train
nist_1190384	train
nist_1190404	train
nist_1190435	train
nist_1190457	train
nist_1190511	train
nist_1190532	train
nist_1190560	train
nist_1190579	train
nist_1190581	train
nist_1190601	train
nist_1190624	train
nist_1190647	val
nist_1190667	train
nist_1190699	val
nist_1190742	train
nist_1190751	val
nist_1190770	train
nist_1190782	train
nist_1190799	train
nist_1190833	train
nist_1190856	train
nist_1190874	train
nist_1190897	train
nist_1190911	train
nist_1190933	train
nist_1190960	val
nist_1190985	train
nist_1191006	train
nist_1191012	test
nist_1191029	train
nist_1191048	train
nist_1191057	train
nist_1191087	val
nist_1191108	train
nist_1191130	train
nist_1191135	train
nist_1191155	train
nist_1191175	train
nist_1191195	test
nist_1191216	test
nist_1191235	train
nist_1191258	val
nist_1191277	test
nist_1191296	train
nist_1191318	train
nist_1191333	train
nist_1191361	val
nist_1191379	val
nist_1191395	val
nist_1191417	train
nist_1191450	train
nist_1191472	train
nist_1191491	val
nist_1191514	test
nist_1191531	val
nist_1191550	val
nist_1191562	train
nist_1191581	train
nist_1191597	train
nist_1191616	val
nist_1191658	test
nist_1191679	test
nist_1191696	train
nist_1191739	train
nist_1191752	train
nist_1191769	train
nist_1191836	train
nist_1191854	train
nist_1191866	test
nist_1191879	train
nist_1191908	train
nist_1191928	train
nist_1191944	train
nist_1191989	train
nist_1192005	train
nist_1192035	test
nist_1192106	train
nist_1192140	test
nist_1192151	train
nist_1192206	train
nist_1192268	test
nist_1192287	test
nist_1192302	test
nist_1192369	train
nist_1192498	val
nist_1192529	val
nist_1192571	train
nist_1192576	val
nist_1192622	train
nist_1192650	train
nist_1192700	train
nist_1192836	val
nist_1192877	val
nist_1192908	train
nist_1192921	val
nist_1192936	val
nist_1192996	test
nist_1193000	val
nist_1193014	val
nist_1193044	train
nist_1193062	train
nist_1193080	train
nist_1193120	train
nist_1193137	train
nist_1193151	train
nist_1193175	train
nist_1193199	train
nist_1193217	train
nist_1193298	train
nist_1193315	train
nist_1193414	train
nist_1193440	train
nist_1193516	test
nist_1193536	test
nist_1193565	train
nist_1193607	val
nist_1193630	train
nist_1193659	train
nist_1193676	train
nist_1193689	train
nist_1193711	train
nist_1193719	train
nist_1193741	train
nist_1193755	train
nist_1193775	train
nist_1193790	train
nist_1196887	val
nist_1196926	train
nist_1196947	train
nist_1196973	train
nist_1197009	train
nist_1197029	train
nist_1197048	val
nist_1197070	train
nist_1197154	train
nist_1197164	train
nist_1197175	train
nist_1197184	train
nist_1197193	train
nist_1197202	train
nist_1197211	train
nist_1197220	train
nist_1197230	val
nist_1197241	train
nist_1197253	train
nist_1197260	val
nist_1197270	train
nist_1197275	train
nist_1197280	train
nist_1197291	test
nist_1197301	train
nist_1197316	train
nist_1197340	train
nist_1197348	train
nist_1197366	train
nist_1197379	val
nist_1197418	train
nist_1197435	train
nist_1197469	train
nist_1197494	train
nist_1197507	train
nist_1197514	train
nist_1197530	train
nist_1197540	train
nist_1197552	train
nist_1197570	train
nist_1197600	train
nist_1197611	train
nist_1197618	val
nist_1197625	train
nist_1197639	train
nist_1197650	train
nist_1197655	train
nist_1197665	train
nist_1197673	train
nist_1197695	train
nist_1197712	train
nist_1197719	train
nist_1197733	train
nist_1197749	train
nist_1197778	train
nist_1197810	train
nist_1197824	train
nist_1197848	train
nist_1197873	train
nist_1197904	train
nist_1197924	train
nist_1197945	train
nist_1197953	train
nist_1197965	train
nist_1198019	train
nist_1198043	train
nist_1198071	train
nist_1198086	train
nist_1198115	train
nist_1198129	train
nist_1198150	train
nist_1198178	val
nist_1198203	train
nist_1198221	train
nist_1198244	test
nist_1198286	train
nist_1198351	val
nist_1198375	train
nist_1198397	train
nist_1198432	train
nist_1198451	train
nist_1198491	train
nist_1198514	train
nist_1198533	train
nist_1198555	train
nist_1198578	train
nist_1198611	train
nist_1198632	train
nist_1198660	train
nist_1198679	train
nist_1198710	train
nist_1198720	train
nist_1198740	train
nist_1198781	val
nist_1198822	train
nist_1198841	val
nist_1198868	train
nist_1198884	train
nist_1198936	train
nist_1198958	test
nist_1198971	test
nist_1198994	test
nist_1199012	train
nist_1199033	train
nist_1199045	train
nist_1199060	train
nist_1199089	test
nist_1199109	test
nist_1199121	test
nist_1199142	train
nist_1199180	train
nist_1199196	train
nist_1199206	train
nist_1199236	train
nist_1199290	train
nist_1199336	train
nist_1199360	train
nist_1199445	train
nist_1199492	train
nist_1199554	val
nist_1199578	val
nist_1199614	train
nist_1199634	train
nist_1199684	train
nist_1199704	train
nist_1199752	train
nist_1199772	test
nist_1199782	test
nist_1199798	train
nist_1199814	train
nist_1199833	train
nist_1199869	train
nist_1199914	test
nist_1199933	test
nist_1199953	train
nist_1199972	train
nist_1199992	train
nist_1200002	train
nist_1200020	train
nist_1200039	train
nist_1200092	train
nist_1200124	train
nist_1200162	train
nist_1200183	train
nist_1200222	train
nist_1200255	val
nist_1200294	test
nist_1200355	test
nist_1200415	train
nist_1200437	val
nist_1200458	val
nist_1200481	train
nist_1200516	train
nist_1200537	train
nist_1200558	train
nist_1200577	train
nist_1200589	train
nist_1200611	train
nist_1200619	train
nist_1200639	train
nist_1200670	train
nist_1200699	train
nist_1200718	train
nist_1200733	train
nist_1200752	train
nist_1200771	train
nist_1200791	train
nist_1200820	train
nist_1200844	train
nist_1200863	train
nist_1200888	train
nist_1200909	train
nist_1200967	train
nist_1201008	train
nist_1201045	train
nist_1201066	train
nist_1201073	train
nist_1201096	train
nist_1201110	train
nist_1201121	train
